Package,Type,Title,Version,Description,License,Encoding,URL,Repository,Author,Maintainer,_published,_filesize,organization
dynamite,NA,"Bayesian Modeling and Causal Inference for Multivariate
Longitudinal Data",1.3.2,"Easy-to-use and efficient interface for 
Bayesian inference of complex panel (time series) data using dynamic
multivariate panel models by Helske and Tikka (2022)
<doi:10.31235/osf.io/mdwu5>. The package supports joint modeling of multiple
measurements per individual, time-varying and time-invariant effects, and a
wide range of discrete and continuous distributions. Estimation of these
dynamic multivariate panel models is carried out via 'Stan'.",GPL (>= 3),UTF-8,"https://docs.ropensci.org/dynamite/,
https://github.com/ropensci/dynamite/",https://ropensci.r-universe.dev,"Santtu Tikka [aut, cre] (<https://orcid.org/0000-0003-4039-4342>),
Jouni Helske [aut] (<https://orcid.org/0000-0001-7130-793X>),
Nicholas Clark [rev],
Lucy D’Agostino McGowan [rev]",Santtu Tikka <santtuth@gmail.com>,2023-04-03T13:30:17.438Z,5289312,rOpenSci
taxizedb,Package,Tools for Working with 'Taxonomic' Databases,0.3.1,"Tools for working with 'taxonomic' databases, including utilities
for downloading databases, loading them into various 'SQL' databases,
cleaning up files, and providing a 'SQL' connection that can be used to do
'SQL' queries directly or used in 'dplyr'.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/taxizedb/,
https://github.com/ropensci/taxizedb",https://ropensci.r-universe.dev,"Scott Chamberlain [aut],
Zebulun Arendsee [aut],
Tamás Stirling [ctb, cre]",Tamás Stirling <stirling.tamas@gmail.com>,2023-04-03T08:17:21.530Z,168067,rOpenSci
openalexR,Package,"Getting Bibliographic Records from 'OpenAlex' Database Using
'DSL' API",1.0.2.9000,"A set of tools to extract bibliographic content from
'OpenAlex' database using API <https://docs.openalex.org>.",MIT + file LICENSE,UTF-8,"https://github.com/ropensci/openalexR,
https://docs.ropensci.org/openalexR/",https://ropensci.r-universe.dev,"Massimo Aria [aut, cre, cph] (<https://orcid.org/0000-0002-8517-9411>),
Corrado Cuccurullo [ctb] (<https://orcid.org/0000-0002-7401-8575>),
Trang Le [aut] (<https://orcid.org/0000-0003-3737-6565>),
June Choe [ctb] (<https://orcid.org/0000-0002-0701-921X>)",Massimo Aria <aria@unina.it>,2023-04-03T00:41:00.925Z,193501,rOpenSci
rnaturalearth,NA,World Map Data from Natural Earth,0.3.2.9000,Facilitates mapping by making natural earth map data from <https://www.naturalearthdata.com/> more easily available to R users.,MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rnaturalearth/
https://github.com/ropensci/rnaturalearth",https://ropensci.r-universe.dev,"Philippe Massicotte [aut, cre]
(<https://orcid.org/0000-0002-5919-4116>),
Andy South [aut],
Koen Hufkens [ctb] (<https://orcid.org/0000-0002-5070-8109>)",Philippe Massicotte <pmassicotte@hotmail.com>,2023-04-02T19:18:38.166Z,1715410,rOpenSci
ezknitr,NA,Avoid the Typical Working Directory Pain When Using 'knitr',0.6.2,"An extension of 'knitr' that adds flexibility in several
ways. One common source of frustration with 'knitr' is that it assumes
the directory where the source file lives should be the working directory,
which is often not true. 'ezknitr' addresses this problem by giving you
complete control over where all the inputs and outputs are, and adds several
other convenient features to make rendering markdown/HTML documents easier.",MIT + file LICENSE,NA,"https://docs.ropensci.org/ezknitr/,
https://github.com/ropensci/ezknitr",https://ropensci.r-universe.dev,"Dean Attali [aut, cre]",Dean Attali <daattali@gmail.com>,2023-04-01T23:14:27.424Z,147022,rOpenSci
googleLanguageR,NA,"Call Google's 'Natural Language' API, 'Cloud Translation' API,
'Cloud Speech' API and 'Cloud Text-to-Speech' API",0.3.0.9000,"Call 'Google Cloud' machine learning APIs for text and speech tasks.
Call the 'Cloud Translation' API <https://cloud.google.com/translate/> for detection
and translation of text, the 'Natural Language' API <https://cloud.google.com/natural-language/> to
analyse text for sentiment, entities or syntax, the 'Cloud Speech' API
<https://cloud.google.com/speech/> to transcribe sound files to text and
the 'Cloud Text-to-Speech' API <https://cloud.google.com/text-to-speech/> to turn text
into sound files.",MIT + file LICENSE,UTF-8,"http://code.markedmondson.me/googleLanguageR/,
https://github.com/ropensci/googleLanguageR,
https://docs.ropensci.org/googleLanguageR/",https://ropensci.r-universe.dev,"Mark Edmondson [aut, cre],
John Muschelli [ctb],
Neal Richardson [rev] (Neal reviewed the package for ropensci, see
<https://github.com/ropensci/onboarding/issues/127>),
Julia Gustavsen [rev] (Julia reviewed the package for ropensci, see
<https://github.com/ropensci/onboarding/issues/127>)",Mark Edmondson <r@sunholo.com>,2023-04-01T11:15:38.247Z,1791813,rOpenSci
dbparser,NA,Drugs Databases Parser,2.0.1.9000,"This tool is for parsing public drug databases such as 'DrugBank' XML database <https://go.drugbank.com/>.
The parsed data are then returned in a proper 'R' object called 'dvobject'.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/dbparser/,
https://github.com/ropensci/dbparser/",https://ropensci.r-universe.dev,"Mohammed Ali [aut, cre],
Ali Ezzat [aut],
Hao Zhu [rev],
Emma Mendelsohn [rev]",Mohammed Ali <moh_fcis@yahoo.com>,2023-04-01T11:12:02.906Z,333255,rOpenSci
concstats,Package,"Market Structure, Concentration and Inequality Measures",0.1.6,"Based on individual market shares of all participants in a
market or space, the package offers a set of different structural and
concentration measures frequently - and not so frequently - used in research
and in practice. Measures can be calculated in groups or individually.
The calculated measure or the resulting vector in table format should help
practitioners make more informed decisions. Methods used in this package are
from:
1.  Chang, E. J., Guerra, S. M., de Souza Penaloza, R. A. & Tabak, B. M.
(2005) ""Banking concentration: the Brazilian case"".
2.  Cobham, A. and A. Summer (2013). ""Is It All About the Tails? The
Palma Measure of Income Inequality"".
3.  Garcia Alba Idunate, P. (1994). ""Un Indice de dominancia para el
analisis de la estructura de los mercados"".
4.  Ginevicius, R. and S. Cirba (2009). ""Additive measurement of market
concentration"" <doi:10.3846/1611-1699.2009.10.191-198>.
5.  Herfindahl, O. C. (1950), ""Concentration in the steel industry""
(PhD thesis).
6.  Hirschmann, A. O. (1945), ""National power and structure of foreign
trade"".
7.  Melnik, A., O. Shy, and R. Stenbacka (2008), ""Assessing market dominance""
<doi:10.1016/j.jebo.2008.03.010>.
8.  Palma, J. G. (2006). ""Globalizing Inequality: 'Centrifugal' and
'Centripetal' Forces at Work"".
9.  Shannon, C. E. (1948). ""A Mathematical Theory of Communication"".
10.  Simpson, E. H. (1949). ""Measurement of Diversity""
<doi:10.1038/163688a0>.",GPL (>= 3),UTF-8,"https://github.com/ropensci/concstats/,
https://docs.ropensci.org/concstats/ (website)",https://ropensci.r-universe.dev,"Andreas Schneider [aut, cre] (<https://orcid.org/0000-0001-5630-1097>),
Sebastian Wojcik [rev],
Christopher T. Kenny [rev]",Andreas Schneider <schneiderconsultingpy@gmail.com>,2023-03-31T23:14:23.222Z,852991,rOpenSci
awardFindR,Package,awardFindR,1.0.1,"Queries a number of scientific awards databases.
Collects relevant results based on keyword and date parameters,
returns list of projects that fit those criteria as a data frame.
Sources include: Arnold Ventures, Carnegie Corp, Federal RePORTER,
Gates Foundation, MacArthur Foundation, Mellon Foundation, NEH, NIH,
NSF, Open Philanthropy, Open Society Foundations, Rockefeller Foundation,
Russell Sage Foundation, Robert Wood Johnson Foundation,
Sloan Foundation, Social Science Research Council,
John Templeton Foundation, and USASpending.gov.",MIT + file LICENSE,UTF-8,https://github.com/PESData/awardFindR,https://ropensci.r-universe.dev,Michael C. McCall,Michael McCall <mimccall@syr.edu>,2023-03-31T17:14:42.344Z,11672511,rOpenSci
lingtypology,Package,Linguistic Typology and Mapping,1.1.13,"Provides R with the Glottolog database <https://glottolog.org/> and some more abilities for purposes of linguistic mapping. The Glottolog database contains the catalogue of languages of the world. This package helps researchers to make a linguistic maps, using philosophy of the Cross-Linguistic Linked Data project <https://clld.org/>, which allows for while at the same time facilitating uniform access to the data across publications. A tutorial for this package is available on GitHub pages <https://docs.ropensci.org/lingtypology/> and package vignette. Maps created by this package can be used both for the investigation and linguistic teaching. In addition, package provides an ability to download data from typological databases such as WALS, AUTOTYP and some others and to create your own database website.",GPL (>= 2),UTF-8,"https://CRAN.R-project.org/package=lingtypology,
https://github.com/ropensci/lingtypology/,
https://ropensci.github.io/lingtypology/",https://ropensci.r-universe.dev,"George Moroz [aut, cre] (<https://orcid.org/0000-0003-1990-6083>),
Kirill Koncha [ctb] (<https://orcid.org/0000-0003-0676-2658>),
Mikhail Leonov [ctb],
Anna Smirnova [ctb],
Ekaterina Zalivina [ctb]",George Moroz <agricolamz@gmail.com>,2023-03-31T09:17:06.640Z,1907176,rOpenSci
targets,NA,Dynamic Function-Oriented 'Make'-Like Declarative Pipelines,0.14.3.9000,"A pipeline toolkit for Statistics and data science in R,
the 'targets' package brings function-oriented programming to
'Make'-like declarative pipelines. 'targets' orchestrates a
pipeline as a graph of dependencies,
skips steps that are already up to date, runs the necessary
computation with optional parallel workers, abstracts files as
R objects, and provides tangible evidence that the results are
reproducible given the underlying code and data.
The methodology in this package
borrows from GNU 'Make' (2015, ISBN:978-9881443519)
and 'drake' (2018, <doi:10.21105/joss.00550>).",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/targets/,
https://github.com/ropensci/targets",https://ropensci.r-universe.dev,"William Michael Landau [aut, cre]
(<https://orcid.org/0000-0003-1878-3253>),
Matthew T. Warkentin [ctb],
Mark Edmondson [ctb] (<https://orcid.org/0000-0002-8434-3881>),
Samantha Oliver [rev] (<https://orcid.org/0000-0001-5668-1165>),
Tristan Mahr [rev] (<https://orcid.org/0000-0002-8890-5116>),
Eli Lilly and Company [cph]",William Michael Landau <will.landau@gmail.com>,2023-03-29T22:20:06.381Z,1310621,rOpenSci
piggyback,NA,Managing Larger Data on a GitHub Repository,0.1.4.9006,"Because larger (> 50 MB) data files cannot easily be committed to git,
a different approach is required to manage data associated with an analysis in a
GitHub repository.  This package provides a simple work-around by allowing larger
(up to 2 GB) data files to piggyback on a repository as assets attached to individual
GitHub releases.  These files are not handled by git in any way, but instead are
uploaded, downloaded, or edited directly by calls through the GitHub API. These
data files can be versioned manually by creating different releases.  This approach
works equally well with public or private repositories.  Data can be uploaded
and downloaded programmatically from scripts. No authentication is required to
download data from public repositories.",GPL-3,UTF-8,https://github.com/ropensci/piggyback,https://ropensci.r-universe.dev,"Carl Boettiger [aut, cre, cph]
(<https://orcid.org/0000-0002-1642-628X>),
Tan Ho [aut] (<https://orcid.org/0000-0001-8388-5155>),
Mark Padgham [ctb] (<https://orcid.org/0000-0003-2172-5265>),
Jeffrey O Hanson [ctb] (<https://orcid.org/0000-0002-4716-6134>),
Kevin Kuo [ctb] (<https://orcid.org/0000-0001-7803-7901>)",Carl Boettiger <cboettig@gmail.com>,2023-03-29T12:23:51.553Z,638537,rOpenSci
rppo,NA,Access the Global Plant Phenology Data Portal,2.0,Search plant phenology data aggregated from several sources and available on the Global Plant Phenology Data Portal.,GPL-2,UTF-8,"https://docs.ropensci.org/rppo/, https://github.com/ropensci/rppo/",https://ropensci.r-universe.dev,"John Deck [aut, cre],
Brian Stucky [aut],
Ramona Walls [aut],
Kjell Bolmgren [aut],
Ellen Denny [aut],
Dubois Salix [aut],
Ellen Denny [aut],
Robert Guralnick [aut]",John Deck <jdeck88@gmail.com>,2023-03-28T21:15:28.463Z,145160,rOpenSci
tinkr,NA,Cast '(R)Markdown' Files to 'XML' and Back Again,0.2.0,"Parsing '(R)Markdown' files with numerous regular expressions can
be fraught with peril, but it does not have to be this way. Converting
'(R)Markdown' files to 'XML' using the 'commonmark' package allows
in-memory editing via of 'markdown' elements via 'XPath' through the
extensible 'R6' class called 'yarn'. These modified 'XML' representations
can be written to '(R)Markdown' documents via an 'xslt' stylesheet which
implements an extended version of 'GitHub'-flavoured 'markdown' so that you
can tinker to your hearts content.",GPL-3,UTF-8,"https://docs.ropensci.org/tinkr/,
https://github.com/ropensci/tinkr",https://ropensci.r-universe.dev,"Maëlle Salmon [aut] (<https://orcid.org/0000-0002-2815-0399>),
Zhian N. Kamvar [aut, cre] (<https://orcid.org/0000-0003-1458-7108>),
Jeroen Ooms [aut],
Nick Wellnhofer [cph] (Nick Wellnhofer wrote the XSLT stylesheet.),
rOpenSci [fnd] (https://ropensci.org/),
Peter Daengeli [ctb]",Zhian N. Kamvar <zkamvar@gmail.com>,2023-03-31T11:49:43.155Z,202584,rOpenSci
roreviewapi,NA,Plumber API to report package structure and function,0.0.2.185,Plumber API to report package structure and function.,GPL-3,UTF-8,"https://docs.ropensci.org/roreviewapi,
https://github.com/ropensci-review-tools/roreviewapi",https://ropensci.r-universe.dev,"Mark Padgham [aut, cre] (<https://orcid.org/0000-0003-2172-5265>)",Mark Padgham <mark.padgham@email.com>,2023-03-27T11:26:50.337Z,165816,rOpenSci
bowerbird,Package,Keep a Collection of Sparkly Data Resources,0.12.3,"Tools to get and maintain a data repository from third-party data
providers.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/bowerbird,
https://github.com/ropensci/bowerbird",https://ropensci.r-universe.dev,"Ben Raymond [aut, cre],
Michael Sumner [aut],
Miles McBain [rev, ctb],
Leah Wasser [rev, ctb]",Ben Raymond <ben.raymond@aad.gov.au>,2023-03-26T23:20:47.393Z,434004,rOpenSci
nodbi,NA,'NoSQL' Database Connector,0.9.2,"Simplified document database access and manipulation,
providing a common API across supported 'NoSQL' databases
'Elasticsearch', 'CouchDB', 'MongoDB' as well as
'SQLite/JSON1', 'PostgreSQL', and 'DuckDB'.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/nodbi/,
https://github.com/ropensci/nodbi",https://ropensci.r-universe.dev,"Ralf Herold [aut, cre] (<https://orcid.org/0000-0002-8148-6748>),
Scott Chamberlain [aut] (<https://orcid.org/0000-0003-1444-9135>),
Rich FitzJohn [aut],
Jeroen Ooms [aut]",Ralf Herold <ralf.herold@mailbox.org>,2023-03-26T18:33:52.451Z,530415,rOpenSci
pkgcheck,NA,rOpenSci Package Checks,0.1.1.020,"Check whether a package is ready for submission to rOpenSci's
peer review system.",GPL-3,UTF-8,"https://docs.ropensci.org/pkgcheck/,
https://github.com/ropensci-review-tools/pkgcheck",https://ropensci.r-universe.dev,"Mark Padgham [aut, cre] (<https://orcid.org/0000-0003-2172-5265>),
Maëlle Salmon [aut],
Jacob Wujciak-Jens [aut] (<https://orcid.org/0000-0002-7281-3989>)",Mark Padgham <mark.padgham@email.com>,2023-03-25T14:00:04.824Z,3714667,rOpenSci
quartificate,NA,Transform Google Docs into Quarto Books,0.0.0.9000,Automate the Transformation of a Google Document into a Quarto Book source.,MIT + file LICENSE,UTF-8,https://github.com/ropenscilabs/quartificate,https://ropensci.r-universe.dev,"Maëlle Salmon [cre, aut] (<https://orcid.org/0000-0002-2815-0399>)",Maëlle Salmon <msmaellesalmon@gmail.com>,2023-03-24T15:23:26.936Z,81218,rOpenSci
drake,NA,A Pipeline Toolkit for Reproducible Computation at Scale,7.13.5.9000,"A general-purpose computational engine for data
analysis, drake rebuilds intermediate data objects when their
dependencies change, and it skips work when the results are already up
to date.  Not every execution starts from scratch, there is native
support for parallel and distributed computing, and completed projects
have tangible evidence that they are reproducible.  Extensive
documentation, from beginner-friendly tutorials to practical examples
and more, is available at the reference website
<https://docs.ropensci.org/drake/> and the online manual
<https://books.ropensci.org/drake/>.",GPL-3,UTF-8,"https://github.com/ropensci/drake,
https://docs.ropensci.org/drake/,
https://books.ropensci.org/drake/",https://ropensci.r-universe.dev,"William Michael Landau [aut, cre]
(<https://orcid.org/0000-0003-1878-3253>),
Alex Axthelm [ctb],
Jasper Clarkberg [ctb],
Kirill Müller [ctb],
Ben Bond-Lamberty [ctb] (<https://orcid.org/0000-0001-9525-4633>),
Tristan Mahr [ctb] (<https://orcid.org/0000-0002-8890-5116>),
Miles McBain [ctb] (<https://orcid.org/0000-0003-2865-2548>),
Noam Ross [ctb] (<https://orcid.org/0000-0002-2136-0000>),
Ellis Hughes [ctb],
Matthew Mark Strasiotto [ctb],
Ben Marwick [rev],
Peter Slaughter [rev],
Eli Lilly and Company [cph]",William Michael Landau <will.landau@gmail.com>,2023-03-24T13:37:55.314Z,1664464,rOpenSci
